	WORD	CEFR	CLUE
4396	immortalité	b1	['the quality or state of being immortal', 'perpetual life after death']
4397	immortel	b1	['not subject to death', 'any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force', 'a person (such as an author) of enduring fame']
4398	immédiat	a2	['performed with little or no delay', 'occurring with no delay', 'immediately before or after as in a chain of cause and effect']
4399	immédiatement	a2	['without any delay', 'without delay or hesitation; with no time intervening', 'simultaneously', 'near or close by', 'bearing an immediate relation']
4400	immémorial	b1	['long past; beyond the limits of memory or tradition or recorded history']
4401	impact	c1	['the striking of one body against another', 'a forceful consequence; a strong effect']
4402	impair	b2	['a socially awkward or tactless act']
4403	impartialité	b1	['an inclination to weigh both views or opinions equally']
4404	impasse	c1	['lacking opportunities for development or advancement', 'a street with only one way in or out', 'a passage with access only at one end', 'subtly skillful handling of a situation', 'a situation in which no progress can be made or no advancement is possible']
4405	impatiemment	a2	['with impatience; in an impatient manner', 'in a yearning manner']
4406	impatience	c1	['a dislike of anything that causes delay', 'a restless desire for change and excitement', 'a lack of patience; irritation with anything that causes delay']
4407	impatient	b2	"[""(usually followed by `to') full of eagerness"", 'restless or short-tempered under delay or opposition']"
4408	impeccable	c1	['without fault or error']
4409	impensable	b1	['incapable of being conceived or considered']
4410	imperfection	b1	['the state or an instance of being imperfect']
4411	imperméable	a2	['preventing especially liquids to pass or diffuse through', 'not admitting of passage or capable of being affected', 'a water-resistant coat']
4412	impitoyable	b2	['impervious to pleas, persuasion, requests, reason; ; - W.Churchill', 'not making concessions', 'firm and uncompromising', 'having or showing no mercy', 'without mercy or pity', 'not to be placated or appeased or moved by entreaty']
4413	implacable	b2	['incapable of being placated']
4414	implant	b1	['put firmly in the mind', 'become attached to and embedded in the uterus', 'fix or set securely or deeply', 'a prosthesis placed permanently in tissue']
4415	implantation	c1	['a surgical procedure that places something in the human body', 'the act of planting or setting in the ground', '(embryology) the organic process whereby a fertilized egg becomes implanted in the lining of the uterus of placental mammals']
4416	implanter	b2	['fix or set securely or deeply']
4417	implication	c1	"['the act of sharing in the activities of a group', 'something that is inferred (deduced or entailed or implied)', 'a meaning that is not expressly stated but can be inferred', ""a logical relation between propositions p and q of the form `if p then q'; if p is true then q cannot be false"", ""a logical relation between propositions p and q of the form `if p then q'; if p is true then q cannot be false""]"
4418	impliquer	c1	['express or state indirectly', 'suggest as a logically necessary consequence; in logic', 'involve as a necessary condition of consequence; as in logic', 'carry out or participate in an activity; be involved in', 'share in something', 'impose, involve, or imply as a necessary accompaniment or result', 'have as a logical consequence', 'have as a necessary feature', 'suggest that someone is guilty', 'bring into intimate and incriminating connection', 'engage as a participant', 'make oneself subject to; bring upon oneself; become liable to']
4419	implorer	b2	['call upon in supplication; entreat', 'appeal or request earnestly', 'ask for or request earnestly', 'make a solicitation or entreaty for something; request urgently or persistently']
4420	impoli	b1	['not polite', 'socially incorrect in behavior']
4421	importance	c1	['the property of relative size or extent (whether large or small)', 'the quality of being important and worthy of note', 'the quality of being significant', 'a meaning that is not expressly stated but can be inferred', 'the message that is intended or expressed or signified', 'a prominent status']
4422	important	a2	['large or relatively large in number or amount or extent or degree', 'of extreme importance; vital to the resolution of a crisis', 'of great significance or value', 'of great consequence', 'greater in scope or effect', 'having or suggesting a consciousness of high position', 'having authority or ascendancy or influence', 'having or showing feelings of unwarranted importance out of overbearing pride', 'important in effect or meaning']
4423	importation	c1	['the act of delivering or distributing something (as goods or mail)', 'the commercial activity of buying and bringing in goods from a foreign country', 'bring in from abroad', 'commodities (goods or services) bought from a foreign country', 'having important effects or influence', 'a meaning that is not expressly stated but can be inferred', 'the message that is intended or expressed or signified', 'an imported person brought from a foreign country']
4424	importer	b2	['bring in from abroad', 'commodities (goods or services) bought from a foreign country', 'a meaning that is not expressly stated but can be inferred', 'the message that is intended or expressed or signified', 'an imported person brought from a foreign country']
4425	importun	c1	['someone who intrudes on the privacy or property of another without permission']
4426	importuner	b1	['beg persistently and urgently', 'annoy persistently']
4427	imposable	c1	['(of goods or funds) subject to taxation']
4428	imposant	a2	['large or relatively large in number or amount or extent or degree', 'enough to be estimated or measured', 'large in amount or extent or degree', 'fairly large', 'having substance or capable of being treated as fact; not imaginary; ; ; - Shakespeare', 'making a strong or vivid impression', 'inspiring awe or admiration or wonder; ; ; ; - Melville', 'impressive in appearance', 'sensational in appearance or thrilling in effect', 'having or displaying great dignity or nobility', 'impressive in appearance']
4429	imposer	c1	['restrict', 'assert to be true', 'impose urgently, importunately, or inexorably', 'impose something unpleasant', 'make mandatory', 'consider obligatory; request and expect', 'bind by an obligation; cause to be indebted', 'provide a service or favor for someone', 'state categorically', 'hold back', 'do forcibly; exert force', 'force into or from an action or state, either physically or metaphorically', 'carry out (performances)', 'urge or force (a person) to an action; constrain or motivate', 'impose and collect', 'levy a tax on', 'force somebody to do something', 'ensure observance of laws and rules', 'compel to behave in a certain way', 'require as useful, just, or proper', 'cause to be a concomitant']
4430	imposition	c1	['the act of imposing something (as a tax or an embargo)', 'the imposition of taxes; the practice of the government in levying taxes on the subjects of a state', 'an uncalled-for burden']
4431	impossibilité	a2	['an alternative that is not available', 'incapability of existing or occurring']
4432	impossible	c1	['not capable of occurring or being accomplished or dealt with', 'totally unlikely', 'used of persons or their behavior', 'something that cannot be done']
4433	imposteur	b2	['a person who makes deceitful pretenses', 'a person who makes deceitful pretenses']
4434	impraticable	b1	['not capable of being carried out or put into practice']
4435	impression	c1	['the act of pressing one thing on or into the surface of another', 'an impressionistic portrayal of a person', '(dentistry) an imprint of the teeth and gums in wax or plaster', 'an outward appearance', 'a distinctive but intangible quality surrounding a person or thing', 'a vague idea in which some confidence is placed', 'a clear and telling mental image', 'all the copies of a work printed at one time', 'reproduction by applying ink to paper as for publication', 'a symbol that is the result of printing or engraving', 'the output of a computer in printed form', 'the trail left by a person or an animal; what the hunter follows in pursuing game', 'a concavity in a surface produced by pressing']
4436	impressionnant	c1	['producing a strong effect', 'making a strong or vivid impression']
4437	impressionner	b1	['reproduce by printing']
4438	impressionnisme	b2	['a school of late 19th century French painters who pictured appearances by strokes of unmixed colors to give the impression of reflected light']
4439	impressionniste	a1	['relating to or characteristic of Impressionism', 'a painter who follows the theories of Impressionism']
4440	imprimante	a1	['a machine that prints', '(computer science) an output device that prints the results of data processing', 'someone whose occupation is printing']
4441	imprimer	c1	['come to believe on the basis of emotion, intuitions, or indefinite grounds', 'be confident about something', 'put into print', 'write as if with print; not cursive', 'reproduce by printing', 'make into a print', 'a printed picture produced from a photographic negative', 'a picture or design printed from an engraving', 'communication by means of written symbols (either printed or handwritten)', 'availability in printed form', 'the text appearing in a book, newspaper, or other printed publication', 'a visible indication made on a surface']
4442	imprimerie	c1	['a machine used for printing', 'text handwritten in the style of printed matter', 'reproduction by applying ink to paper as for publication']
4443	imprimeur	c1	['(computer science) an output device that prints the results of data processing', 'someone whose occupation is printing']
4444	improbable	b2	['has little chance of being the case or coming about', 'not likely to be true or to occur or to have occurred', 'having a probability too low to inspire belief']
4445	improvisation	b1	['a performance given extempore without planning or preparation', 'an unplanned expedient', 'a creation spoken or written or composed extemporaneously (without prior preparation)']
4446	improviser	c1	['perform without preparation', 'manage in a makeshift way; do with whatever is at hand']
4447	imprudemment	b1	['without good sense or judgment', 'in an imprudent manner']
4448	imprudent	b2	['lacking wise self-restraint', 'not appropriate to the purpose', 'not prudent or wise; ; - A.M.Schlesinger', 'showing or resulting from lack of judgment or wisdom']
4449	imprégnation	c1	['creation by the physical union of male and female gametes; of sperm and ova in an animal or pollen and ovule in a plant', 'the process of totally saturating something with a substance', 'material with which something is impregnated']
4450	imprévisible	c1	['not occurring at expected times', 'unknown in advance', 'not capable of being foretold']
4451	imprévu	a2	['not anticipated; - H.W.Glidden']
4452	impuissance	c1	"['the quality of lacking strength or power; being weak and feeble', 'an inability (usually of the male animal) to copulate', ""impotence resulting from a man's inability to have or maintain an erection of his penis"", ""impotence resulting from a man's inability to have or maintain an erection of his penis""]"
4453	impuissant	c1	['lacking power or ability; - Freeman J.Dyson', '(of a male) unable to copulate']
4454	impulsif	b2	"[""characterized by undue haste and lack of thought or deliberation; ; ; ; ; (`brainish' is archaic)""]"
4455	impulsion	c1	['the act of applying force suddenly', 'an impelling force or strength', 'the electrical discharge that travels along a nerve fiber', '(electronics) a sharp transient wave in the normal electrical state (or a series of such transients)', 'a sudden desire', 'an instinctive motive', 'a force that moves something along']
4456	impunité	c1	['exemption from punishment or loss']
4457	impur	b2	['having a physical or moral blemish so as to make impure according to dietary or ceremonial laws; ; -Leviticus 11:3', '(used of persons or behaviors) immoral or obscene', 'combined with extraneous elements']
4458	imputer	c1	['attribute or credit to', 'attribute (responsibility or fault) to a cause or source']
4459	impératif	b1	"['requiring attention or action', 'some duty that is essential and urgent', 'relating to verbs in the imperative mood', ""a mood that expresses an intention to influence the listener's behavior""]"
4460	impérativement	c1	['in an authoritative and magisterial manner', 'in an imperative and commanding manner']
4461	impératrice	b1	['a woman emperor or the wife of an emperor']
4462	impérial	b1	['relating to or associated with an empire', 'of or belonging to the British Imperial System of weights and measures', 'a piece of luggage carried on top of a coach', 'a small tufted beard worn by Emperor Napoleon III']
4463	impôt	c1	"['make a charge against or accuse', 'use to the limit', 'levy a tax on', 'set or determine the amount of (a payment such as a fine)', 'a charge imposed and collected', ""charge against a citizen's person or property or activity for the support of government""]"
4464	in	b1	['a rare soft silvery metallic element; occurs in small quantities in sphalerite']
4465	inacceptable	c1	['not acceptable; not welcome', 'not adequate to give satisfaction', 'not conforming to standard usage', 'used of persons or their behavior']
4466	inactif	b1	['not active physically or mentally', 'inactive but capable of becoming active', 'not engaged in full-time work', 'lacking activity; lying idle or unused', '(pathology) not progressing or increasing; or progressing slowly', 'lacking in energy or will; - George Meredith', '(of e.g. volcanos) not erupting and not extinct', '(of e.g. volcanos) permanently inactive', 'not exerting influence or change', 'in a condition of biological rest or suspended animation', '(military) not involved in military operations', '(chemistry) not participating in a chemical reaction; chemically inert']
4467	inactivité	b1	['being inactive; being less active', 'a disposition to remain inactive or inert', 'the state of being inactive']
4468	inadmissible	c1	['not deserving to be admitted']
4469	inaliénable	b1	['incapable of being repudiated or transferred to another', 'not subject to forfeiture']
4470	inaltérable	b1	['remaining the same for indefinitely long times', 'of a sentence; that cannot be changed', 'not capable of being changed or altered']
4471	inanité	b2	['total lack of meaning or ideas']
4472	inattendu	c1	['not expected or anticipated', 'made necessary by an unexpected situation or emergency']
4473	inauguration	a1	['the act of starting a new operation or practice', 'the ceremonial induction into a position']
4474	incalculable	b1	['not capable of being computed or enumerated', 'too numerous to be counted']
4475	incapable	b1	"[""(usually followed by `to') not having the necessary means or skill or know-how"", 'not meeting requirements', ""(followed by `of') lacking capacity or ability"", ""(usually followed by `to') lacking necessary physical or mental ability"", ""(followed by `of') not having the temperament or inclination for"", 'lacking in power or forcefulness', ""not being susceptible to or admitting of something (usually followed by `of')""]"
4476	incapacité	b2	['lacking the power to perform', 'lack of physical or natural qualifications', 'lack of ability (especially mental ability) to do something']
4477	incarcérer	c1	['lock up or confine, in or as in a jail', 'confine as if in a prison']
4478	incarnation	b2	['giving concrete form to an abstract concept', 'a concrete representation of an otherwise nebulous concept', '(Christianity) the Christian doctrine of the union of God and man in the person of Jesus Christ', '(Christianity) the Christian doctrine of the union of God and man in the person of Jesus Christ', 'a new personification of a familiar idea', 'time passed in a particular bodily form']
4479	incarner	b1	['represent in bodily form']
4480	incendiaire	c1	['capable of catching fire spontaneously or causing fires or burning readily', 'arousing to action or rebellion', 'involving deliberate burning of property', 'a bomb that is designed to start fires; is most effective against flammable targets (such as fuel)', 'a criminal who illegally sets fire to property']
4481	incendie	b1	['bake in a kiln so as to harden', 'start firing a weapon', 'drive out or away by or as if by fire', 'provide with fuel', 'a fireplace in which a relatively small fire is burning', 'intense adverse criticism', 'the event of something burning (often destructive)', 'a very intense and uncontrolled fire', 'a severe trial', 'the process of combustion of inflammable materials producing heat and light and (often) smoke']
4482	incendier	a2	['destroy by fire', 'start firing a weapon']
4483	incertain	c1	['fraught with uncertainty or doubt', 'open to doubt or suspicion; ; ; ; - Karen Horney']
4484	incertitude	c1	['being unsettled or in doubt or dependent on chance', 'unclearness by virtue of being poorly expressed or not coherent in meaning', 'the state of being unsure of something']
4485	incidence	c1	['the striking of one body against another', 'a phenomenon that follows and is caused by some previous phenomenon', 'a forceful consequence; a strong effect', 'the striking of a light beam on a surface', 'the relative frequency of occurrence of something']
4486	incident	b1	"[""(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence"", 'falling or striking of light rays on something', 'a single distinct event', 'a public disturbance']"
4487	incinération	c1	['the act of burning something completely; reducing it to ashes']
4488	incitatif	c1	['imparting a divine influence on the mind and soul', 'of or relating to motivation']
4489	inciter	c1	['force or impel in an indicated direction', 'serve as the inciting cause of', 'provoke or stir up', 'spur on or encourage especially by cheers and shouts', 'urge on; cause to act', 'cause to move forward with force', 'give an incentive for action', 'urge or force (a person) to an action; constrain or motivate', 'assist or encourage, usually in some wrongdoing', 'a verbalization that encourages you to attempt something']
4490	incliner	b1	"[""bend one's knee or body, or lower one's head"", 'to incline or bend from a vertical position']"
4491	inclure	b1	"['add as part of something else; put in as part of a set, group, or category', 'go away or leave', 'consider as part of something', 'clarify by giving an example of', 'find an instance of (a word or particular usage of a word)', 'represent by an instance', 'allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of', ""include in scope; include as part of something broader; have as one's sphere or territory"", 'have as a part, be made up out of', 'be characteristic of']"
4492	incognito	b2	"[""without revealing one's identity"", 'with your identity concealed']"
4493	incohérence	c1	['marked by lack of definite plan or regularity or purpose; jumping from one thing to another']
4494	incohérent	b2	['unable to express yourself clearly or fluently', '(physics) of waves having no stable definite or stable phase relation', 'without logical or meaningful connection']
4495	incomparable	b2	['such that comparison is impossible; unsuitable for comparison or lacking features that can be compared']
4496	incomparablement	b1	['in an incomparable manner or to an incomparable degree']
4497	incompatible	c1	"['not compatible', 'incapable of being used with or connected to other devices or components without modification', 'used especially of solids or solutions; incapable of blending into a stable homogeneous mixture', 'not suitable to your tastes or needs', 'not in keeping with what is correct or proper', 'not compatible with other facts', ""used especially of drugs or muscles that counteract or neutralize each other's effect"", 'not easy to combine harmoniously', 'of words so related that one contrasts with the other']"
4498	incomplet	b2	['not complete or total; not completed', 'not yet finished']
4499	incompréhensible	c1	['difficult to understand; - A. Einstein', 'incapable of being explained or accounted for']
4500	incompétent	b1	['not meeting requirements', 'not qualified or suited for a purpose', 'not doing a good job', 'showing lack of skill or aptitude', 'someone who is not competent to take effective action']
4501	inconcevable	b2	['totally unlikely']
4502	inconditionnel	b1	['not conditional', 'not contingent; not determined or influenced by someone or something else', 'not modified or restricted by reservations']
4503	incongru	c1	['lacking in harmony or compatibility or appropriateness']
4504	inconnu	b1	['being or having an unknown or unnamed source', 'not known or well known', 'not known before', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'not famous or acclaimed', 'not known', 'not known to exist', 'a variable whose values are solutions of an equation', 'an unknown and unexplored region', 'anyone who does not belong in the environment in which they are found']
4505	inconscience	c1	['a state lacking normal awareness of the self or environment']
4506	inconscient	c1	"[""(followed by `of') not knowing or perceiving; - Charles Dickens"", 'not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead', 'without conscious volition', 'that part of the mind wherein psychic activity takes place of which the person is unaware']"
4507	incontestable	c1	['incapable of being contested or disputed', 'not open to question; obviously true']
4508	incontesté	a1	['not disputed and not made the object of contention or competition']
4509	incontournable	b1	['impossible to avoid or evade:']
4510	incontrôlable	c1	['(of e.g. evidence) not objective or easily verified']
4511	inconvénient	b1	['the quality of being a hindrance', 'something or someone that causes trouble; a source of unhappiness']
4512	incorporation	c1	['including by incorporating']
4513	incorporer	b1	['make into a whole or make part of a whole', 'unite or merge with something already in existence', 'form a corporation', 'formed or united into a whole']
4514	incroyable	a1	['beyond belief or understanding', 'having a probability too low to inspire belief']
4515	incroyant	b1	['someone who refuses to believe (as in a divinity)']
4516	incrédule	b2	['not disposed or willing to believe; unbelieving', 'someone who refuses to believe (as in a divinity)']
4517	inculquer	c1	['teach and impress by frequent repetitions or admonitions']
4518	incurable	c1	['unalterable in disposition or habits', 'incapable of being cured', 'a person whose disease is incurable']
4519	indemne	a2	['not injured', 'free from danger or injury']
4520	indemnisation	b1	['the act of compensating for service or loss or injury', 'something (such as money) given or received as payment or reparation (as for a service or loss or injury)', '(psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggerating desirable behaviors']
4521	indemniser	c1	['make payment to; compensate', 'make amends for; pay compensation for', 'do or give something to somebody in return', 'make reparations or amends for', 'make up for shortcomings or a feeling of inferiority by exaggerating good qualities']
4522	indemnité	b1	['(psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggerating desirable behaviors']
4523	indescriptible	b2	['defying expression or description']
4524	index	c1	['the finger next to the thumb', 'an alphabetical listing of names and topics along with page numbers where they are discussed', 'a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time']
4525	indicateur	b2	['a device for showing the operating condition of some system', 'a meter fixed to a vehicle that measures and displays its speed', 'a signal for attracting attention', '(chemistry) a substance that changes color to indicate the presence of some ion or substance; can be used to indicate the completion of a chemical reaction or (in medicine) to test for a particular reaction']
4526	indication	c1	['a datum about some physical state that is presented to a user by a meter or similar instrument', 'something (as a course of action) that is indicated as expedient or necessary', 'something that serves to indicate or suggest', '(medicine) a reason to prescribe a drug or perform a procedure', 'the act of indicating or pointing out by name']
4527	indice	c1	['an alphabetical listing of names and topics along with page numbers where they are discussed', 'a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time', 'evidence that helps to solve a problem', 'a slight indication']
4528	indicible	c1	['defying expression or description']
4529	indien	c1	['of or pertaining to American Indians or their culture or languages', 'of or relating to or characteristic of India or the East Indies or their peoples or languages or cultures', 'any of the languages spoken by Amerindians', 'any of the languages spoken by Amerindians', 'an Asian river that rises in Tibet and flows through northern India and then southwest through Kashmir and Pakistan to the Arabian Sea', 'a faint constellation in the southern hemisphere near Telescopium and Tucana', 'any member of the peoples living in North or South America before the Europeans arrived', 'a member of the race of people living in America when Europeans arrived', 'a member of the race of people living in America when Europeans arrived', 'a native or inhabitant of India', 'a native or inhabitant of India']
4530	indifférent	b1	"['showing no care or concern in attitude or action', ""(usually followed by `to') unwilling or refusing to pay heed"", ""(often followed by `to') lacking importance; not mattering one way or the other"", 'marked by a lack of interest', 'neither too great nor too little', 'characterized by a lack of partiality', 'marked by no especial liking or dislike or preference for one thing over another', 'having only a limited ability to react chemically; chemically inactive', 'fairly poor to not very good', 'moderately warm']"
4531	indigent	c1	['poor enough to need help from others', 'a person who is very poor']
4532	indigeste	b1	['digested with difficulty']
4533	indigestion	b2	['a disorder of digestive function characterized by discomfort or heartburn or nausea']
4534	indignation	b1	['a feeling of righteous anger']
4535	indigner	c1	['exasperate or irritate']
4536	indigène	b2	['originating where it is found', 'of or pertaining to members of the indigenous people of Australia', 'a dark-skinned member of a race of people living in Australia when Europeans arrived']
4537	indiquer	c1	"['give evidence of', ""provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes"", 'be a signal for or a symptom of', 'indicate a certain reading; of gauges and instruments', 'give evidence of, as of records', 'indicate a place, direction, person, or thing; either spatially or figuratively', 'point out carefully and clearly', 'to state or express briefly', 'suggest the necessity of an intervention; in medicine', 'express or state indirectly', 'involve as a necessary condition of consequence; as in logic', 'be a sign or indication of', ""record in a ship's manifest"", 'present and urge reasons in opposition', 'make or write a comment on', 'to show, make visible or apparent', 'be oriented', 'something intended to communicate a particular impression']"
4538	indirect	c1	['not direct in spatial dimension; not leading by a straight line or course to a destination', 'extended senses; not direct in manner or language or behavior or action', 'having intervening factors or persons or influences', 'descended from a common ancestor but through different lines', 'not as a direct effect or consequence']
4539	indirectement	c1	['not in a forthright manner']
4540	indiscret	a2	['lacking discretion; injudicious']
4541	indiscrétion	b1	['a petty misdeed', 'the trait of being injudicious']
4542	indiscutable	b2	['not open to question', 'not counterfeit or copied', 'incapable of being questioned']
4543	indispensable	b1	['unavoidable', 'not to be dispensed with; essential', 'absolutely necessary; vitally necessary', 'a conservative who is old-fashioned or dull in attitude or appearance', 'a bore who is extremely formal, pompous, and old-fashioned']
4544	indistinctement	b1	['in a dim indistinct manner']
4545	individu	c1	['a human being', 'being or characteristic of a single thing or person', 'separate and distinct from others of the same kind', 'concerning one person exclusively', 'characteristic of or meant for a single person or thing', 'an effigy of Guy Fawkes that is burned on a bonfire on Guy Fawkes Day', 'a boy or man', 'a single organism']
4546	individualité	c1	['the distinct personality of an individual regarded as a persisting entity', 'the quality of being individual']
4547	individuation	c1	['the quality of being individual']
4548	individuel	c1	['being or characteristic of a single thing or person', 'separate and distinct from others of the same kind', 'concerning or affecting a particular person or his or her private life and personality', 'concerning one person exclusively', 'characteristic of or meant for a single person or thing', 'a single organism']
4549	individuellement	b2	['in the flesh; without involving anyone else', 'apart from others', 'in a personal way']
4550	indolore	b2	['requiring little hard work or exertion', 'not causing physical or psychological pain']
4551	indomptable	b1	['impossible to subdue']
4552	indonésien	b2	['of or relating to or characteristic of Indonesia or its people or languages', 'the dialect of Malay used as the national language of the Republic of Indonesia or of Malaysia', 'the dialect of Malay used as the national language of the Republic of Indonesia or of Malaysia', 'a native or inhabitant of Indonesia']
4553	indu	c1	['lacking justification or authorization']
4554	indulgent	a2	['tolerant or lenient']
4555	industrialisation	c1	['the development of industry on an extensive scale']
4556	industrialiser	c1	['develop industry; become industrial']
4557	industrie	c1	['the organized action of making of goods and services for sale', 'persevering determination to perform a task', 'the people or companies engaged in a particular kind of commercial enterprise']
4558	industriel	c1	['suitable to stand up to hard wear', 'having highly developed industries', 'employed in industry', 'of or relating to or resulting from industry', 'someone who organizes a business venture and assumes the risk for it', 'someone who manages or has significant financial interest in an industrial enterprise']
4559	industriellement	c1	['by industrial means']
4560	indéfiniment	c1	['to an indefinite extent; for an indefinite time']
4561	indéniable	c1	['not possible to deny']
4562	indépendance	b1	['the successful ending of the American Revolution', 'a city in western Missouri; the beginning of the Santa Fe Trail', 'freedom from control or influence of another or others']
4563	indépendant	b1	['free from external control and constraint', '(of persons) free from external control and constraint in e.g. action and judgment', 'existing as an independent entity', '(of a clause) capable of standing syntactically alone as a complete sentence', 'not controlled by a party or interest group', '(of political bodies) not controlled by outside forces', 'relating to or controlled by the autonomic nervous system', 'a writer or artist who sells services to different employers without a long-term contract with any of them', 'a neutral or uncommitted person (especially in politics)']
4564	indéterminé	b1	['not leading to a definite ending or result', 'not capable of being determined', 'not precisely determined or established; not fixed or known in advance', 'having a capacity for continuing to grow at the apex', 'of uncertain or ambiguous nature']
4565	ineffable	b2	['defying expression or description', 'too sacred to be uttered']
4566	inefficace	c1	['of no real value']
4567	inefficacité	b2	['unskillfulness resulting from a lack of efficiency']
4568	inertie	c1	['a disposition to remain inactive or inert', 'immobility by virtue of being inert', '(physics) the tendency of a body to maintain its state of rest or uniform motion unless acted upon by an external force']
4569	inestimable	b2	['beyond calculation or measure']
4570	inexistence	c1	['the state of not existing']
4571	inexorablement	c1	['in an inexorable manner']
4572	inexplicable	b2	['incapable of being explained or accounted for']
4573	inexpérimenté	b2	['lacking practical experience or training', 'young and inexperienced']
4574	infaillible	c1	['incapable of failure or error']
4575	infatigable	b2	['showing sustained enthusiastic action with unflagging vitality']
4576	infect	c1	['highly offensive; arousing aversion or disgust']
4577	infecter	c1	['contaminate with a disease or microorganism', 'communicate a disease to', 'affect in a contagious way', 'transfer to another', 'corrupt with ideas or an ideology']
4578	infectieux	c1	['easily spread; - Bertrand Russell']
4579	infection	c1	['(international law) illegality that taints or contaminates a ship or cargo rendering it liable to seizure', 'moral corruption or contamination', 'the communication of an attitude or emotional state among a number of people', 'an incident in which an infectious disease is transmitted', '(medicine) the invasion of the body by pathogenic microorganisms and their multiplication which can lead to tissue damage and disease', '(phonetics) the alteration of a speech sound under the influence of a neighboring sound', 'the pathological state resulting from the invasion of the body by pathogenic microorganisms']
4580	infernal	b1	['extremely evil or cruel; expressive of cruelty or befitting hell', 'being of the underworld', 'characteristic of or resembling Hell', 'of or pertaining to or characteristic of a very uncontrolled and intense fire', 'an inhabitant of Hell']
4581	infidèle	a1	['a person who does not acknowledge your god']
4582	infidélité	b2	['the quality of being unfaithful']
4583	infiltration	c1	['a process in which individuals (or small groups) penetrate an area (especially the military penetration of enemy positions without detection)', 'the slow passage of a liquid through a filtering medium']
4584	infiltrer	c1	['pass through an enemy line; in a military conflict', 'pass into or through by filtering or permeating', 'cause (a liquid) to enter by penetrating the interstices', 'enter a group or organization in order to spy on the members']
4585	infime	b2	['very small']
4586	infini	c1	['total and all-embracing', 'too numerous to be counted', 'vague or not clearly defined or stated', 'having no limits or boundaries in time or space or extent or magnitude', 'having no known beginning and presumably no end', 'infinitely great in number', 'of verbs; having neither person nor number nor mood (as a participle or gerund or infinitive)', 'tiresomely long; seemingly without end', 'time without end']
4587	infiniment	c1	['to infinity; without or seemingly without limit', 'seemingly without interruption', 'to an indefinite extent; for an indefinite time', 'continuing forever without end', 'all the time; seemingly without stopping']
4588	infinité	c1	['time without end']
4589	infirme	b1	['in deplorable condition']
4590	infirmerie	a2	['a health facility where patients receive treatment', '(nautical) a room for the treatment of the sick or injured (as on a ship)']
4591	infirmier	c1	['try to cure by special care of treatment, of an illness or injury', 'treat carefully', 'serve as a nurse; care for sick or handicapped people', 'a nurse who has enough training to be licensed by a state to provide routine care for the sick', 'a woman who is the custodian of children', 'one skilled in caring for young children or the sick (usually under the supervision of a physician)']
4592	inflammation	c1	['the act of setting something on fire', 'arousal to violent emotion', 'the process of initiating combustion or catching fire', 'the state of being emotionally aroused and worked up', 'a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat']
4593	inflation	b1	['the act of filling something with air', 'lack of elegance as a consequence of being pompous and puffed up with vanity', '(cosmology) a brief exponential expansion of the universe (faster than the speed of light) postulated to have occurred shortly after the big bang', 'a general and progressive increase in prices']
4594	inflexion	b2	['a diacritical mark (two dots) placed over a vowel in German to indicate a change in sound', 'the patterns of stress and intonation in a language', 'a manner of speaking in which the loudness or pitch or tone of the voice is modified', 'deviation from a straight or normal course', 'a change in the form of a word (usually by adding a suffix) to indicate a change in its grammatical function']
4595	infliger	c1	['impose something unpleasant']
4596	influence	c1	['causing something without any direct or apparent effort', 'a power to affect persons or events especially power based on prestige etc', 'a cognitive factor that tends to have an effect on what you do', 'one having power to influence another', 'the effect of one thing (or person) on another']
4597	influencer	c1	"['shape or influence; give direction to', ""induce into action by using one's charm"", 'have and exert influence or effect', 'a cognitive factor that tends to have an effect on what you do']"
4598	influent	b1	['having or exercising influence or power']
4599	influer	c1	['shape or influence; give direction to']
4600	informaticien	a1	['a scientist who specializes in the theory of computation and the design of computers']
4601	information	c1	['(communication theory) a numerical measure of the uncertainty of an outcome', 'a message received and understood', 'formal accusation of a crime', 'a collection of facts from which conclusions may be drawn']
4602	informatique	a1	['of or involving computation or computers', 'the branch of engineering science that studies (with the aid of computers) computable processes and structures', 'the sciences concerned with gathering, manipulating, storing, retrieving, and classifying recorded information', '(biology) the field of science concerned with processes of communication and control (especially the comparison of these processes in biological and artificial systems)']
4603	informatiser	b1	['control a function, process, or creation by a computer', 'store in a computer', 'provide with computers']
4604	informel	b2	['not formal', 'used of spoken and written language', 'having or fostering a warm or friendly and informal atmosphere', 'not officially recognized or controlled']
4605	informer	c1	"['give character or essence to', 'make aware of', 'impart knowledge of some fact, state or affairs, or event to', 'inform', 'act as an informer', 'give advice to', 'inform (somebody) of something', 'make familiar or conversant with', 'cause to come to know personally', ""announce one's presence"", 'make understand']"
